user_address,total_positions,current_balance,rank_1d_place,rank_1d_amount,smart_score,total_pnl,traded_usd_volume_last_30d_sum,active_bets_amount,finished_bets_amount,finished_bets_pnl,best_trade_roi_proc,best_trade_roi_amount,worst_trade_roi_proc,worst_trade_roi_amount,win_rate,effective_count,num_markets,trader_type_bagholder,trader_type_contrarian,trader_type_lottery_ticket,trader_type_new,trader_type_novice,trader_type_reverse_cramer,trader_type_senior,trader_type_trend_follower,trader_type_veteran,trader_type_waiting_for_the_money,trader_type_whale_splash,trader_bets_0_0,trader_bets_0_1,trader_bets_0_2,trader_bets_0_3,trader_bets_0_4,trader_bets_0_5,trader_bets_0_6,trader_bets_0_7,trader_bets_0_8,trader_bets_0_9,most_traded_categories_politics,most_traded_categories_sport,most_traded_categories_music,most_traded_categories_crypto,most_traded_categories_mentions,most_traded_categories_weather,most_traded_categories_culture,most_traded_categories_other,smart_score_categories_politics,smart_score_categories_sport,smart_score_categories_music,smart_score_categories_crypto,smart_score_categories_mentions,smart_score_categories_weather,smart_score_categories_culture,smart_score_categories_other,win_rate_categories_politics,win_rate_categories_sport,win_rate_categories_music,win_rate_categories_crypto,win_rate_categories_mentions,win_rate_categories_weather,win_rate_categories_culture,win_rate_categories_other
0x3c04972df6d4a175a3f420d151cc6fda1c0cf639,25,0.57,#272063,$14,37.56,0.25,0.0,0.0,0.29,0.25,4662.37,0.47,-100.0,-0.04,0.12,4.43428854048941,25,0,1,1,1,0,0,0,0,0,0,0,0.21,0.05,0.06,0.03,0.02,0.01,0,0,0,0,21.0,4.0,0,0,0,0,0,0,39.77973935866778,-0.5488201018656076,0,0,0,0,0,0,0.14285714285714285,0.0,0,0,0,0,0,0
0x3c07cf0d128a34484e8c98e74a0298f451ef8bd5,21,0.71,#422896,$20,42.07,0.37,0.0,0.0,0.19,0.37,5163.67,0.52,-100.0,-0.01,0.1052631578947368,4.358898936942133,19,0,1,1,1,0,0,0,0,0,0,0,0.16,0.07,0,0.02,0.02,0.02,0,0.02,0,0.02,9.0,7.0,0,0,0,3.0,0,0,29.699999952581507,-2.728621627556798,0,0,0,-0.2637289939305132,0,0,0.1111111111111111,0.14285714285714285,0,0,0,0.0,0,0
0x3d2ca8372bd727ee39d6b04a7853abf210f28890,52,541.27,#253097,$0,35.77,907.34,307.0,577.34,325.54,733.11,2386.14,620.37,-100.0,-20.0,0.4571428571428571,3.6135892815100696,35,0,1,1,1,0,0,0,0,0,0,0,85.78,24.54,62.5,94.3,86.64,70.09,56.0,46.25,203.56,88.0,34.0,4.0,0,1.0,0,0,1.0,12.0,11.248316936365137,-3.873545134098337,0,-3.5134952385183165,0,0,-3.513494587486274,25.192053386921557,0.47368421052631576,0.5,0,0.0,0,0,0.0,0.5
0x3d705b6c1609dcd8256dd54c6c105e7a524a9ec1,36,1.2,#421035,$42,17.19,0.44,0.0,0.0,0.4,0.44,4662.37,0.47,-100.0,-0.03,0.2,5.547003137798416,35,0,1,1,1,0,0,0,0,0,0,0,0.24,0.05,0.09,0.04,0.01,0.06,0,0.02,0.01,0.01,26.0,9.0,0,0,0,0,0,0,47.1989483060921,21.4890474237329,0,0,0,0,0,0,0.11538461538461539,0.4444444444444444,0,0,0,0,0,0
0x3df08a35d5774540e0620d6a2591a85964ff7791,85,81.37,#277575,$0,67.54,1147.1,148.0,49.87,987.31,1170.31,6918.9,1432.13,-100.0,-76.0,0.2531645569620253,6.761888094427225,79,1,1,1,1,0,1,0,0,0,0,0,471.87,233.01,70.0,101.68,69.41,53.36,22.0,20.0,26.0,0,51.0,10.0,0,1.0,7.0,0,9.0,7.0,54.75764098774347,-0.038257183358148594,0,-0.08064516129032258,-0.46251729694950494,0,24.212522438879613,-0.1778091392947444,0.2978723404255319,0.2,0,0.0,0.14285714285714285,0,0.25,0.14285714285714285
0x3e4ac5548fd8cb56fa0a8d4d17120a415dbfde61,35,0.43,#261238,$14,51.22,0.35,0.0,0.0,0.39,0.35,4662.37,0.47,-100.0,-0.02,0.1714285714285714,5.728741929856606,35,0,1,1,1,0,0,0,0,0,0,0,0.23,0.1,0.02,0.05,0.01,0.04,0.01,0,0,0.01,22.0,10.0,0,2.0,0,0,0,1.0,44.90240350874062,21.882941067293444,0,-0.014114594352565218,0,0,0,-0.05025125628140704,0.13636363636363635,0.3,0,0.0,0,0,0,0.0
0x3f1e5a536f997afb02a4300727f33a1970ace41e,33,6000.43,#391584,$0,32.18,3252.25,847.0,1.29,3116.95,3950.97,1345.27,551.55,-100.0,-199.99,0.5483870967741935,3.2508272960214093,31,1,1,1,1,0,0,0,0,0,0,0,663.0,589.98,1041.0,188.0,1170.99,223.0,41.0,0,0,0,33.0,0,0,0,0,0,0,0,32.183190230611956,0,0,0,0,0,0,0,0.5483870967741935,0,0,0,0,0,0,0
0x3f36aeda9e15b8268abbf4033c15bb521c085d0a,119,141.97,#128059,$0,51.73,153.47,135.0,109.13,99.0,155.24,12138.4,242.74,-100.0,-11.0,0.087719298245614,5.042038873237897,57,1,1,1,0,1,0,0,0,0,0,0,166.4,30.5,7.0,4.0,2.0,0,0,0,0,1.0,32.0,1.0,4.0,41.0,10.0,0,22.0,9.0,-0.3994590781341728,-0.01001001001001001,0,37.377347917205526,-0.32226544996690165,0,-0.16098182889952686,-0.04735812614647609,0.0,0.0,0,0.034482758620689655,0.3,0,0.0,0.14285714285714285
0x3f42fafd984c9aaf2e08fcc737f83f5577f2233b,30,100.09,#268610,$0,36.3,421.09,0.0,23.97,652.97,511.13,1545.62,556.41,-100.0,-50.0,0.2,4.637574399337214,25,1,1,1,1,0,0,0,0,0,0,0,149.0,274.0,219.97,54.0,70.0,0,0,0,0,0,10.0,2.0,0,2.0,0,0,1.0,15.0,-1.8941575259827645,2.0047673655061033,0,-2.0410035630837773,0,0,-0.3569952699602602,33.299471266616784,0.14285714285714285,0.5,0,0.0,0,0,0.0,0.23076923076923078
0x3f76fa762526cb66c9b90c3390a5b877f32bca57,18,242.31,#367372,$761,38.01,171.65,49.0,0.0,47.93,171.65,4066.67,214.31,-100.0,-4.67,0.0555555555555555,3.839153863673572,18,0,1,1,1,0,0,0,0,0,0,0,49.42,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,4.0,0,1.0,0,0,0,-0.3342536805682498,0,-0.18945357430481485,0,9.9,0,0,0,0.0,0,0.0,0,1.0
0x3f8d29d1ca0e15f08df785fa38eb1743d5601df6,100,45.72,#176535,$0,31.78,900.71,0.0,0.01,2007.45,954.72,2793.27,1248.58,-100.0,-60.0,0.09,7.453985573910431,100,1,1,1,0,1,0,0,0,0,0,0,1028.8,510.77,322.6,102.7,0,38.0,55.0,0,0,50.0,60.0,20.0,2.0,8.0,0,0,2.0,8.0,10.005762399419174,34.9999738860798,-0.5928215960709601,2.0710051269346375,0,0,-2.679452583875623,-1.0705001605047402,0.1,0.05,0.0,0.25,0,0,0.0,0.0
0x3fcd863b9f3b4bf58c2c343437464ed711b3fb88,74,2.28,#70758,$4.1k,47.52,188.97,0.0,0.0,204.84,188.97,2602.78,42.94,-92.0,-18.4,0.6081081081081081,5.151462044460883,74,0,1,1,1,0,1,0,0,0,0,0,5.65,36.52,77.58,4.5,8.5,22.7,18.6,15.39,11.1,4.3,2.0,56.0,0,16.0,0,0,0,0,-0.013429837702701439,6.642994057303955,0,32.51395333610068,0,0,0,0,0.0,0.6607142857142857,0,0.5,0,0,0,0
0x3fd8a3cf2b5d7f5dc5fd20db4b4dfa68633900e8,21,0.68,#449966,$4,5.32,0.15,0.0,0.0,0.19,0.15,1900.0,0.19,-100.0,-0.01,0.2105263157894736,4.358898938722583,19,0,1,1,1,0,0,0,0,0,0,0,0.09,0.1,0.04,0.03,0,0.02,0.01,0.02,0,0.02,6.0,5.0,0,3.0,0,0,2.0,3.0,24.249948416140143,14.974883159162879,0,-1.065399454872114,0,0,14.00071426746991,-4.68297849024175,0.16666666666666666,0.4,0,0.0,0,0,0.5,0.0
0x3fdd04d23f4e7c58e9760ee9b7b19dec3071a95b,12,0.0,#151122,$192,32.53,35.46,0.0,0.0,23.0,35.46,900.0,27.0,-100.0,-2.0,0.5833333333333334,3.2857121372637597,12,0,1,1,1,0,1,0,1,0,0,0,2.0,8.0,0,0,0,1.0,3.0,0,7.0,2.0,6.0,0,0,6.0,0,0,0,0,23.11516819440562,0,0,23.334522956263775,0,0,0,0,0.5,0,0,0.6666666666666666,0,0,0,0
0x403c53d2b7a9cadc0ee2334d1ecc4bad8c78c860,24,0.49,#265190,$12,42.88,0.42,0.0,0.0,0.25,0.42,4445.89,0.44,-100.0,-0.02,0.1818181818181818,4.494268590144227,22,0,1,1,1,0,0,0,0,0,0,0,0.15,0.1,0.03,0.03,0.01,0,0,0,0,0.03,8.0,12.0,0,2.0,0,0,0,0,27.943249311201953,-2.1971062036421345,0,14.000714248460921,0,0,0,0,0.125,0.16666666666666666,0,0.5,0,0,0,0
0x4068d7bb5c1fdd2065ff682332b74e0ff8e39a51,61,19.62,#121240,$0,36.77,244.02,3.0,1.08,226.82,245.64,4900.0,245.0,-100.0,-21.3,0.7037037037037037,3.7142755588174903,54,1,1,1,1,0,1,0,1,0,0,0,27.02,7.0,5.9,2.0,25.7,25.0,5.0,36.3,33.45,71.0,27.0,4.0,0,0,5.0,6.0,7.0,12.0,20.445221979607364,-0.021400675277080464,0,0,12.680974879352892,4.765039891149917,-2.0589757547949485,1.4252773761686637,0.625,0.5,0,0,1.0,1.0,0.2,0.9
0x40f6de7d44133c9281aa603fa8d2d1ceaa09e689,33,0.56,#458657,$54,25.84,0.2,0.0,0.0,0.32,0.2,4900.0,0.49,-100.0,-0.02,0.064516129032258,5.4879437586438415,31,0,1,1,1,0,0,0,0,0,0,0,0.3,0.05,0.02,0.01,0.01,0.01,0,0.01,0.03,0.01,26.0,5.0,0,0,0,0,0,0,47.07300852655748,-2.0554412817662384,0,0,0,0,0,0,0.07692307692307693,0.0,0,0,0,0,0,0
0x413d44a783f8c5788b3b87093bae035af898f4db,36,0.0,#235256,$0,34.17,94.54,0.0,0.0,133.46,94.72,1150.0,34.5,-100.0,-13.9,0.3611111111111111,4.967841709296092,36,1,1,1,1,0,0,0,0,0,0,0,49.9,42.6,21.9,22.06,0,0,0,0,1.0,0,3.0,0,0,33.0,0,0,0,0,-0.10460362029382378,0,0,45.296414462164456,0,0,0,0,0.3333333333333333,0,0,0.36363636363636365,0,0,0,0
0x41434a0f1213df6bc13914f4c01605a0810dd67d,452,681.88,#280637,$1000,32.16,1839.35,4833.0,685.83,5185.59,1663.33,45800.0,24.67,-100.0,-93.4,0.6170212765957447,10.0,423,1,1,1,0,1,1,0,0,0,0,0,1204.35,460.4,459.56,573.96,637.96,837.3,603.67,406.62,508.98,514.85,216.0,0,9.0,4.0,94.0,14.0,65.0,50.0,63.437088849587084,0,1.311902785021101,2.8762328866785642,-0.11097035761718446,4.100224201569645,1.1168141975427235,-0.009022398890090119,0.6875,0,0.5714285714285714,1.0,0.4782608695652174,0.5,0.5344827586206896,0.6976744186046512
0x41cb5472df9e82928ed1b48d170ef8401986b4f8,111,0.1,#289867,$0,56.8,67.67,0.0,2.29,123.47,79.88,6150.0,61.5,-100.0,-3.41,0.23,8.90669377030128,100,1,1,1,0,1,1,0,0,0,0,0,48.29,23.16,25.42,16.41,10.79,5.4,4.0,1.0,5.0,0,79.0,3.0,1.0,4.0,0,1.0,4.0,19.0,71.51737885750198,4.06288863058086,-9.9,-2.1169756908355906,0,-1.6278923210533986,16.002790823620508,-1.5168327400662105,0.24285714285714285,0.3333333333333333,0.0,0.0,0,0.0,0.5,0.17647058823529413
0x41e92ee65bf5d89f9d6b5e3ff6dd485ff0a67003,116,0.0,#29944,$158.8k,62.77,1019.41,0.0,0.0,635.18,1019.41,12150.0,729.0,-100.0,-54.99,0.0603448275862069,6.340011790554457,116,0,1,1,0,1,0,0,0,0,0,0,480.65,70.84,72.07,0,7.45,0,0,0,0,0,0,116.0,0,0,0,0,0,0,0,62.76611672648912,0,0,0,0,0,0,0,0.0603448275862069,0,0,0,0,0,0
0x41ea33d2504525a14592a07c8833528ffdc218f9,29,0.4,#42646,$14.5k,40.63,547.28,0.0,0.0,205.82,547.28,4263.79,622.02,-100.0,-31.87,0.2758620689655172,4.103659518125372,29,0,1,1,1,0,0,0,0,0,0,0,93.31,15.0,16.0,10.0,0,31.0,16.15,4.0,16.0,0,3.0,2.0,0,20.0,0,0,2.0,2.0,-0.04431910324372668,5.59483387691213,0,39.21934710729248,0,0,-0.06698279872886988,-4.495963121140038,0.3333333333333333,0.5,0,0.3,0,0,0.0,0.0
0x423b10e7e71d7c56518cca2d8b5874303d356137,49,25.95,#262711,$0,61.88,176.1,5.0,2.1,49.26,181.0,13344.47,133.44,-100.0,-2.0,0.0465116279069767,6.250547605132495,43,1,1,1,1,0,0,0,0,0,0,0,56.0,0,0,0,0,0,0,0,0,0,14.0,0,0,32.0,0,0,0,3.0,-0.19151823284119113,0,0,48.52854856640004,0,0,0,-0.025589316287380346,0.0,0,0,0.07692307692307693,0,0,0,0.0
0x4258dacda33c81c6ca212bb861dffd9cfa3ec11b,28,2.04,#424610,$15,41.84,0.24,0.0,0.0,0.3,0.24,4248.24,0.42,-99.99,-0.02,0.1785714285714285,5.144919171197313,28,0,1,1,1,0,0,0,0,0,0,0,0.13,0.08,0.03,0,0.01,0.01,0.03,0,0,0.01,14.0,5.0,1.0,3.0,0,0,4.0,1.0,-1.3767497094376557,22.137072954050176,-1.235828810912237,-2.334665828157196,0,0,-0.07225267808977731,-0.7409926161830294,0.21428571428571427,0.4,0.0,0.0,0,0,0.0,0.0
0x4272bad25dd9969c8d4c47796f3004bbda64df27,43,2.82,#203568,$0,33.22,228.95,64.0,1.76,267.88,205.07,2021.66,263.01,-100.0,-31.82,0.6153846153846154,4.031870253749676,39,1,1,0,1,0,0,0,0,0,0,0,64.45,22.17,0,12.0,34.52,16.0,23.6,14.02,2.0,92.96,34.0,0,0,5.0,0,0,3.0,1.0,35.26847121888351,0,0,-1.0067330182132936,0,0,0.8922545124474688,0,0.6451612903225806,0,0,0.4,0,0,0.6666666666666666,0
0x4287c6781b4accab0c76f19c67ddffe5111d3b01,18,304.11,#378731,$1.6k,38.18,234.33,57.0,0.0,53.39,234.33,16065.54,285.94,-100.0,-4.99,0.0555555555555555,3.856746614222642,18,0,1,1,1,0,0,0,0,0,0,0,56.86,0,0,0,0,0,0,0,0,0,1.0,0,0,14.0,0,1.0,0,2.0,-0.22706121305218463,0,0,33.15265088982478,0,-0.17293997965412009,0,-0.18155574480447187,0.0,0,0,0.07142857142857142,0,0.0,0,0.0
0x42a45a7a2e889d2cf905d0b450f8e7c8ee84519f,23,256.17,#363853,$795,43.64,185.38,73.0,0.0,71.29,185.38,8233.33,253.59,-100.0,-6.29,0.0434782608695652,4.407760264676621,23,0,1,1,1,0,0,0,0,0,0,0,73.4,0,0,0,0,0,0,0,0,0,0,1.0,0,19.0,0,2.0,0,1.0,0,-0.15228426395939085,0,39.48780761569821,0,-0.1522986520024256,0,-0.12145748987854252,0,0.0,0,0.05263157894736842,0,0.0,0,0.0
0x42a6ee91522705c6478fea20114472cf981819aa,17,291.57,#11286,$826,38.08,229.48,64.0,0.0,52.45,229.48,6948.71,277.93,-100.0,-5.48,0.0588235294117647,3.846647951693773,17,0,1,1,1,0,0,0,0,0,0,0,63.56,0,0,0,0,0,0,0,0,0,1.0,1.0,0,12.0,0,2.0,1.0,0,-0.08143785499263047,-0.10101010101010102,0,31.63186323760446,0,-0.1877533672275581,-0.07282653585422606,0,0.0,0.0,0,0.08333333333333333,0,0.0,0.0,0
0x42f395a49410f299f4ab77399ef43b686c6c3427,33,1.45,#395910,$39,42.46,0.46,0.0,0.0,0.33,0.46,4900.0,0.49,-100.0,-0.01,0.0625,5.578033366663941,32,0,1,1,1,0,0,0,0,0,0,0,0.17,0.11,0.01,0.03,0.03,0.03,0.01,0.02,0,0.02,18.0,12.0,0,1.0,0,0,1.0,0,41.047054484862535,-7.206740966024957,0,-9.9,0,0,-9.9,0,0.1111111111111111,0.0,0,0.0,0,0,0.0,0
0x43384344f8e9bf83039a73447970a1bfd19a61e6,68,268.79,#2328,$159.8k,43.19,27554.21,0.0,0.0,29926.06,27554.21,427.48,406.11,-100.0,-1665.77,0.4117647058823529,4.690479507748442,68,0,1,1,1,0,1,0,0,0,0,0,403.73,4577.58,8144.16,5462.15,7459.0,3949.84,1099.47,0,116.4,0,68.0,0,0,0,0,0,0,0,43.187253198189445,0,0,0,0,0,0,0,0.4117647058823529,0,0,0,0,0,0,0
0x433f9f7cad1432f324dff2cd31975e19037d29c1,20,280.41,#23889,$5.3k,40.96,207.41,67.0,0.0,67.35,207.41,4662.13,268.99,-100.0,-5.89,0.05,4.137596995773248,20,0,1,1,1,0,0,0,0,0,0,0,67.35,0,0,0,0,0,0,0,0,0,0,2.0,0,14.0,0,2.0,0,2.0,0,-0.20707255210758999,0,34.36632525693165,0,-0.15843972473806328,0,-0.11178580174310629,0,0.0,0,0.07142857142857142,0,0.0,0,0.0
0x436a85cc7f662b5b107ead2853520498ddd1aa26,22,0.01,#261855,$0,33.27,3.89,69.0,3.68,97.0,103.54,1880.39,188.04,-100.0,-12.0,0.1111111111111111,3.360851329877273,18,1,1,1,1,0,0,0,0,0,0,0,113.33,20.0,20.0,10.0,1.0,5.0,0,0,0,0,2.0,0,0,20.0,0,0,0,0,-0.08127664151569511,0,0,30.2987357216712,0,0,0,0,0.0,0,0,0.125,0,0,0,0
0x43c6b8e16f3e68f0b39975d2a359427b7745a449,46,9.9,#224989,$0,37.0,27.37,90.0,93.81,54.7,51.37,6567.11,65.67,-100.0,-5.0,0.3333333333333333,4.311617627139418,39,1,1,1,1,0,1,0,0,0,0,0,13.0,26.0,8.2,4.0,1.0,91.0,4.0,6.0,8.0,14.0,11.0,7.0,6.0,4.0,0,0,17.0,1.0,26.864598517397027,-9.192110289418585,-0.5270389428236391,3.8490984117946554,0,0,-0.26197080117331734,0,0.5,0.2857142857142857,0.16666666666666666,0.3333333333333333,0,0,0.3333333333333333,0
0x43d50ac5539babad2d1037a7959adf48c95bf01c,24,553.03,#383178,$1.6k,43.5,484.01,68.0,0.0,64.68,484.01,9702.96,273.61,-100.0,-5.78,0.0833333333333333,4.3940139083647685,24,0,1,1,1,0,0,0,0,0,0,0,67.96,0,0,0,0,0,0,0,0,0,0,5.0,0,14.0,0,2.0,0,3.0,0,-0.21480022809356575,0,33.33403165687244,0,-0.3148329469329772,0,-0.1499177268966365,0,0.0,0,0.14285714285714285,0,0.0,0,0.0
0x441f16f5c4c37304636e57c004b5e48d3d8b10a9,16,246.07,#370971,$522,36.42,173.76,45.0,0.0,43.74,173.76,8233.33,214.89,-100.0,-5.98,0.0625,3.678568414162858,16,0,1,1,1,0,0,0,0,0,0,0,45.31,0,0,0,0,0,0,0,0,0,2.0,2.0,0,8.0,1.0,1.0,0,2.0,-0.1706047222656608,-0.1400708658465622,0,-0.32994868289934526,-0.06266018497181952,-0.10101010101010102,0,13.801703719903893,0.0,0.0,0,0.0,0.0,0.0,0,0.5
0x445b5737a7bf1d1c32cef05f30c067bedb1c7ca4,22,0.0,#3300,$432.2k,32.2,18771.54,0.0,0.0,18909.24,18771.54,3154.47,12302.45,-100.0,-3019.66,0.2272727272727272,3.252827049472547,22,0,1,1,1,0,0,0,0,0,0,0,6570.04,3725.48,4540.7,4368.73,0,0,0,0,0,0,7.0,12.0,0,3.0,0,0,0,0,18.815438045520516,17.227413030419378,0,-0.33130713075241125,0,0,0,0,0.2857142857142857,0.25,0,0.0,0,0,0,0
0x448075d22a317146cbbfc10d881ab79eafd3de28,14,0.0,#78092,$7.5k,35.93,153.14,0.0,0.0,16.31,153.14,12183.5,153.74,-50.0,-0.7,0.2142857142857142,3.629232210410576,14,0,1,1,1,0,0,0,0,0,0,0,16.31,0,0,0,0,0,0,0,0,0,5.0,8.0,0,0,0,0,1.0,0,-0.014248743542346533,-0.0013529438191950936,0,0,0,0,9.9,0,0.2,0.125,0,0,0,0,1.0,0
0x449d311e0d9300228574c20e24726f54ba093eba,119,0.01,#43871,$1.9k,44.99,517.47,0.0,0.0,925.39,517.47,1173.37,422.4,-100.0,-24.0,0.7310924369747899,8.04473632827561,119,0,0,1,0,1,1,0,1,0,0,0,31.5,4.5,68.1,50.4,39.0,79.5,114.0,165.3,155.5,212.59,0,0,0,119.0,0,0,0,0,0,0,0,44.98585321412066,0,0,0,0,0,0,0,0.7310924369747899,0,0,0,0
0x44a0013e249021572602a5d0cabb8165b25e6f8b,52,0.57,#54943,$78.3k,48.02,317.76,0.0,0.0,295.55,317.76,4900.0,145.63,-100.0,-10.03,0.6923076923076923,4.850392003945063,52,0,1,1,1,0,0,0,0,0,0,0,77.16,13.61,20.54,61.24,39.2,26.03,0,49.41,8.7,28.68,8.0,38.0,0,5.0,0,0,0,1.0,1.6010424827670753,46.2861185001732,0,-0.05678876029093582,0,0,0,-0.535964514871514,0.375,0.8157894736842105,0,0.4,0,0,0,0.0
0x4536ebbe68fa30e783b70be01218585d0b454cd7,61,6.57,#368351,$0,38.42,38.66,1.0,0.0,72.62,38.66,3612.5,36.12,-100.0,-2.0,0.0983606557377049,7.218676211075,61,0,1,1,1,0,0,0,0,0,0,0,46.72,19.61,5.3,0,1.0,0,0,0,0,0,1.0,15.0,0,45.0,0,0,0,0,-0.2040816326530612,-0.4499149195550983,0,60.759650993445824,0,0,0,0,0.0,0.0,0,0.13333333333333333,0,0,0,0
0x4543117c2078582a06f791f334f2b329190f7a83,25,0.69,#404057,$24,37.05,0.48,0.0,0.0,0.23,0.48,4662.37,0.47,-100.0,-0.01,0.1739130434782608,4.795831515781541,23,0,1,1,1,0,0,0,0,0,0,0,0.16,0.03,0.02,0.02,0,0,0,0,0,0.04,19.0,4.0,0,0,0,0,0,0,43.15309947109209,0.001535146823233482,0,0,0,0,0,0,0.15789473684210525,0.25,0,0,0,0,0,0
0x454655049824166a1a9981a61e74af583ea52f40,37,175.23,#283019,$0,34.08,128.35,0.0,0.0,194.77,128.59,1240.23,163.95,-100.0,-8.93,0.2702702702702703,5.371874768079475,37,1,1,1,1,0,0,0,0,0,0,0,32.47,14.74,4.52,0,39.91,78.07,16.88,2.04,3.56,9.83,11.0,10.0,1.0,14.0,0,0,1.0,0,-0.043078227131983005,-0.031997958846667764,-0.5105375633809304,31.029572138725197,0,0,0.0039045430353371307,0,0.2727272727272727,0.2,0.0,0.2857142857142857,0,0,1.0,0
0x45a6a67cc9aa74db607ccd7c07fc528a953458ce,36,1.04,#423720,$68,23.78,0.32,0.0,0.0,0.36,0.32,4900.0,0.49,-100.0,-0.03,0.1470588235294117,5.554938066074939,34,0,1,1,1,0,0,0,0,0,0,0,0.2,0.04,0.07,0,0.02,0.03,0,0,0,0.03,22.0,9.0,2.0,0,0,0,1.0,0,43.379913269220715,1.7548746098305303,14.000714248805561,0,0,0,-3.5132213357549027,0,0.09090909090909091,0.2222222222222222,0.5,0,0,0,0.0,0
0x45b56c3c302ef2b9be376ac9742ab529fc342167,23,0.34,#267767,$16,47.14,0.37,0.0,0.0,0.24,0.37,4662.37,0.47,-100.0,-0.02,0.217391304347826,4.762076736361273,23,0,1,1,1,0,0,0,0,0,0,0,0.14,0.07,0.03,0.05,0.01,0.03,0.02,0.01,0.02,0.01,17.0,6.0,0,0,0,0,0,0,40.44426974185869,9.5281939173362,0,0,0,0,0,0,0.23529411764705882,0.16666666666666666,0,0,0,0,0,0
0x46001733fe0d09da809d5fe41f134bca7e42113f,18,0.64,#349260,$14,40.42,0.43,0.0,0.0,0.2,0.43,5163.67,0.52,-100.0,-0.02,0.1111111111111111,4.083280165922419,18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,4.0,0,0,0,0,0,0,36.857905058616055,-2.4090476517621275,0,0,0,0,0,0,0.14285714285714285,0.0,0,0,0,0,0,0
0x46b676d8adbc36c06e920023d52ffb713765b3f5,18,0.0,#9069,$44.6k,32.85,5966.02,0.0,0.0,4581.31,5966.02,1016.79,3050.34,-100.0,-500.0,0.3333333333333333,3.3180246510303473,18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,1.0,0,0,0,0,31.394137827852052,0,0,-1.077803845595515,0,0,0,0,0.35294117647058826,0,0,0.0,0,0,0,0
0x46cd94f78544ae64e2921d58a0e34e72acd5022a,19,236.37,#16887,$250,38.79,167.17,51.0,0.0,51.16,167.17,8233.33,215.71,-100.0,-5.85,0.0526315789473684,3.917869749589276,19,0,1,1,1,0,0,0,0,0,0,0,51.42,0,0,0,0,0,0,0,0,0,1.0,3.0,0,10.0,0,3.0,0,2.0,-0.20408163265306123,-0.18695290275532,0,-0.3228587837220553,0,-0.11254367551430895,0,13.123341429393232,0.0,0.0,0,0.0,0,0.0,0,0.5
0x46e941b8cc280fb13e5fe59221e7605bf361224e,39,2.13,#395044,$9,57.84,0.47,0.0,0.0,0.46,0.47,6567.32,0.66,-100.0,-0.03,0.2307692307692307,5.84219755371003,39,0,1,1,1,0,0,0,0,0,0,0,0.13,0.07,0.05,0.01,0.06,0.09,0.03,0,0,0.01,21.0,7.0,0,8.0,0,0,2.0,1.0,-0.45041774202751633,26.192937927257415,0,-2.069103637848522,0,0,-0.7825147571865554,-0.44927613163464447,0.3333333333333333,0.2857142857142857,0,0.0,0,0,0.0,0.0
0x4708c4af8212cff2e87825fa64ee0f81bfc0a15d,21,0.5,#462712,$26,19.84,0.18,0.0,0.0,0.19,0.18,1566.82,0.16,-100.0,-0.01,0.2105263157894736,4.358898937768102,19,0,1,1,1,0,0,0,0,0,0,0,0.14,0.06,0.02,0.02,0.01,0,0,0,0.02,0.03,8.0,6.0,0,0,0,0,5.0,0,28.00142850515082,4.667030507635638,0,0,0,0,-0.04678773652135537,0,0.375,0.16666666666666666,0,0,0,0,0.0,0
0x47b9e3d2c2ee13f75f8c9fc829285b03153d2826,12,0.83,#381845,$33,33.23,0.7,0.0,0.0,0.13,0.7,4067.27,0.81,-100.0,-0.01,0.0833333333333333,3.3566167064485417,12,0,1,1,1,0,0,0,0,0,0,0,0.17,0.03,0.02,0,0.01,0.01,0,0,0,0.01,8.0,2.0,0,0,0,0,2.0,0,26.86505080016564,-1.0970176724476195,0,0,0,0,-0.24664061122766417,0,0.125,0.0,0,0,0,0,0.0,0
0x47f2301aafccb4ab774868a57f4a98848bb131ed,20,0.36,#203564,$0,42.21,0.18,0.0,0.0,0.2,0.28,4662.37,0.47,-99.99,-0.02,0.0526315789473684,4.264024608608235,19,1,1,1,1,0,0,0,0,0,0,0,0.4,0.05,0.01,0.02,0,0.01,0,0,0,0.01,11.0,6.0,0,3.0,0,0,0,0,32.834585366988726,-2.0983648593682416,0,-0.7493265017946358,0,0,0,0,0.09090909090909091,0.0,0,0.0,0,0,0,0
0x47f3e8f9242f3d994366e4fa7eea61d287ffe86e,48,0.25,#39874,$0,34.73,1235.09,0.0,1005.5,1251.19,1629.14,799.57,763.5,-100.0,-99.03,0.4418604651162791,3.5078559826886475,43,1,1,1,1,0,1,0,0,0,0,0,254.5,466.57,376.22,267.14,79.33,25.0,10.0,0,850.0,322.0,48.0,0,0,0,0,0,0,0,34.72777422861761,0,0,0,0,0,0,0,0.4418604651162791,0,0,0,0,0,0,0
